P00,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,Activity
-2.382887957,0.336740669,0.990897382,0.000812878,-0.267307429,-0.566169971,-0.410526532,-0.350709497,0.269214285,0.198291355,-0.43827551,0.103222842,-0.270826514,-0.036621855,-0.106255818,-0.158573491,-0.116383218,-0.445620063,0.067247579,-0.375980379,-0.030285491,0.232597367,-0.394771823,-0.027679616,0.108483213,0.010243441,-0.26896186,-0.005676545,0.312552741,0.070564388,0.13289647,-0.193335612,-0.050004576,-0.029177871,-0.014248224,5
-2.584700017,-0.063092074,0.850307956,-0.100439592,-0.280658144,-0.437021795,0.094780165,-0.3950677,0.370580166,-0.093248647,0.121176881,-0.186548359,-0.20904504,0.112581903,0.087531997,0.054171097,-0.296077342,-0.307397158,0.090729771,-0.228442674,0.034344388,-0.060304451,-0.244095831,-0.258780989,0.197115978,0.171010117,0.051003679,0.036463382,0.203303816,0.191153398,0.116736763,0.097075136,-0.034585523,-0.227351257,0.090985632,5
-2.81487935,-0.286831235,1.13340616,0.292771738,-0.15719736,-0.660958634,-0.252810475,-0.371403822,-0.035995629,0.002657595,-0.203745669,0.010929176,-0.042454761,-0.074427106,-0.19790408,-0.050049136,-0.060150814,0.039457998,0.074737667,-0.055700946,0.114603679,-0.000440838,-0.228459513,-0.09994401,0.072447537,0.095395337,0.228725676,0.117494665,0.037107036,-0.048488794,0.249179115,0.007068289,0.129993878,-0.036180994,0.081986505,5
-2.599724473,0.366932211,0.883285444,0.277080023,0.040942566,-0.369851289,-0.339510674,-0.876717123,-0.121589003,0.118597502,-0.185031088,0.111632898,-0.194257578,-0.051120374,0.165884823,-0.03033531,-0.20108161,-0.303431066,0.136691384,-0.044987689,0.093161041,0.028385201,0.038634995,0.143287505,0.060901893,0.047789444,0.259697434,0.00764865,0.247597696,-0.188874503,0.04797879,-0.123700594,-0.041042244,-0.167384167,-0.009575158,5
-2.435693918,0.402387134,0.958024668,0.103661418,-0.075651757,-0.418341353,-0.383761571,-0.656798813,0.230203204,-0.066269657,-0.307781644,0.432010881,-0.22538214,-0.043459553,0.261750698,-0.079131531,-0.043060799,-0.128745368,-0.108858038,-0.068636074,-0.043870204,0.266419593,-0.019419779,-0.020440049,-0.111054903,-0.126564892,0.157570502,-0.017603662,0.096314126,-0.140026313,0.066525484,-0.142552355,-0.065552355,-0.052834487,0.127051631,5
-2.546462425,0.064605555,1.012868664,-0.051385167,-0.205321061,-0.527406662,-0.366997106,-0.487647546,0.364691465,0.092288567,-0.171683452,0.105704338,-0.309680382,-0.310555547,0.089475846,-0.14101504,-0.134656143,-0.044522328,0.043915333,0.085745227,-0.133437087,-0.049772685,-0.115527149,-0.123369383,-0.102584645,-0.149318015,0.117238281,-0.050660254,0.103348536,-0.060349333,0.036700336,-0.140141484,0.027531318,-0.145196398,0.000820738,5
-2.754988882,-0.318291756,1.056606594,0.158180821,-0.163512972,-0.691831398,-0.253224764,-0.408483764,0.058196373,0.319312985,-0.121865789,0.218238245,-0.20800774,-0.316716246,0.057524583,-0.002214358,-0.003543647,-0.146550727,-0.086457953,0.388113003,-0.207272615,-0.071363932,0.028595764,-0.01690117,-0.071072197,-0.119252856,0.024158249,-0.060407462,0.048115601,-0.169710432,0.038090326,-0.350998047,-0.110961807,-0.206411445,-0.001197464,5
-2.549755958,-0.150577717,1.142336075,-0.126471949,-0.237109443,-0.689054876,-0.408160257,-0.308870206,0.456685849,-0.1635684,-0.306719949,0.273076307,-0.391030063,-0.070938657,0.166955012,-0.060145001,-0.220562103,-0.15391996,0.052652109,-0.03961358,0.052261862,-0.1471882,-0.103921108,-0.359959874,0.130780265,0.006545301,-0.17866909,-0.054214435,0.044044992,-0.207167118,-0.002253279,0.031306083,0.177102615,-0.076189176,0.089506481,5
-2.252352752,-0.070551015,1.068761358,-0.471861298,-0.50713991,-0.393832627,-0.469480265,-0.569084865,0.220314364,0.019054458,-0.223356383,0.322961398,-0.30145423,-0.094829598,0.211685345,0.221896706,-0.723968551,-0.147724617,-0.019950951,0.097043533,0.246824533,-0.176299351,-0.125009623,-0.348972945,0.11884953,0.112440855,0.204720074,-0.132204235,-0.052684504,0.091327008,0.080705093,0.225439494,0.021046909,-0.02146386,0.186716621,5
-2.331286908,-0.220025138,1.127875914,-0.352812142,-0.488543993,-0.515463812,-0.515410234,-0.391097583,0.232903484,0.110689446,-0.129165071,0.331574301,-0.39755562,-0.087290978,0.036744755,0.252638766,-0.513500767,-0.049234055,0.026413078,-0.03824182,0.090506257,-0.047371461,-0.165032725,-0.323655153,0.013161875,0.079219425,0.216102637,-0.196547687,0.064598615,0.045275421,0.099093393,0.111218046,-0.029103852,-0.019740458,0.246571394,5
-2.524698662,0.311938305,0.978839492,0.122591899,-0.167158431,-0.620119197,-0.34329567,-0.419854788,0.130682396,0.186235965,-0.174215769,0.164811702,-0.21742921,-0.251771636,0.181838415,-0.118119299,-0.152844583,-0.122396812,-0.117876714,0.069236291,-0.050327547,0.04199488,-0.025112558,-0.112680251,-0.04330593,0.013716286,-0.097314779,0.055939735,0.134643965,-0.185041585,0.011352072,0.180155769,-0.036991793,-0.043884317,0.131652436,5
-2.610168436,0.00944534,1.038075234,-0.010853247,-0.222217847,-0.598503508,-0.30484673,-0.530124787,0.187573731,0.20369136,-0.220361947,0.044141427,-0.203114127,-0.173812641,-0.007474933,-0.040802426,-0.233560973,-0.067161206,0.01609684,0.364598269,-0.214379739,0.053313476,0.16451861,-0.258401746,0.075430912,-0.043784091,-0.083356029,0.328809896,0.004627997,-0.259217094,-0.003364277,0.031672642,0.025215899,0.016950409,0.094058611,5
-1.81482746,1.419094906,-0.112016854,0.358365445,0.604197829,0.796237328,-0.646871638,0.222660279,-0.364861605,-0.000500336,-0.273317405,-0.015445747,-0.185494905,0.337772205,-0.262978854,0.034898434,0.124231022,-0.250800242,-0.083796768,0.27772629,-0.43453193,-0.316855946,-0.284290682,0.007996821,0.128875787,-0.080574783,0.001443498,-0.154451739,-0.09597091,0.164222751,0.395697303,-0.292165163,-0.075666857,-0.158165572,0.154167043,4
-2.332476438,0.815683047,0.069646507,0.472968897,0.648516631,0.814844933,-0.361350705,0.057261773,-0.575120168,-0.106648208,-0.23981285,-0.01649283,-0.064201165,0.223850426,-0.317453215,-0.107498793,0.113939062,-0.320422622,0.121462206,-0.00410033,-0.302027305,-0.212012049,-0.206335367,0.276050609,0.314908972,-0.088433681,-0.043391988,-0.300158555,0.114509768,0.083877066,0.191633871,-0.120056294,0.204814517,-0.069653285,0.225517923,4
-2.749538417,-0.000164331,0.608215126,0.329168799,0.103599355,-0.005009518,-0.293076561,0.143717417,-0.261105514,-0.186831472,-0.398189097,-0.22188679,0.135963468,-0.068169876,-0.555238854,-0.215471161,0.249070349,-0.238962106,0.149869939,0.066443476,-0.425509546,-0.42883162,-0.383234418,0.123835239,0.404630182,0.042547633,-0.076627771,-0.541614575,-0.280997621,0.075605203,0.284832615,-0.077429893,0.125656416,0.157098709,0.02322174,4
-2.711972961,-0.55792296,0.563296592,-0.209740055,-0.256827446,0.128061293,-0.174853151,0.404832111,-0.167299013,-0.144759781,0.158353825,-0.400435815,0.101868909,0.34545376,0.139059289,0.479664692,0.021239497,4.04E-05,0.154736994,0.240453562,-0.084576741,-0.142664925,-0.175838576,0.082493654,0.007780881,-0.1123828,0.020160523,-0.168033283,-0.073224059,0.189652811,0.127720788,-0.003918193,-0.034722604,0.019663289,0.439036111,4
-2.738091457,-0.611524219,0.454792797,-0.202026819,-0.149352241,0.073665891,0.257764281,0.347626565,-0.03432463,0.076795238,0.436638171,0.066480272,0.008194246,0.589678004,-0.075520751,0.128611636,-0.159657948,0.165306308,-0.139440965,0.176371557,-0.038171673,-0.204757642,-0.339099954,0.221004865,-0.038956189,-0.073128591,0.193590532,-0.063664897,-0.082122447,0.194430503,-0.044058866,0.014256381,-0.017339459,0.06396373,0.237459785,4
-2.930624792,-0.962542957,0.584103878,-0.109882342,0.076548244,0.300017417,0.120413964,0.602267617,-0.282772864,-0.060343946,0.218979502,0.36843329,-0.076517814,0.387268826,0.037077741,0.183065455,-0.189726991,0.239858053,0.061360625,-0.123746003,0.072916919,-0.201603634,-0.212776383,0.046844671,0.03226325,-0.058799112,0.175517136,0.244708482,0.106803306,-0.115747652,-0.094916186,-0.419965381,-0.080016335,0.166903331,0.147807829,4
-2.94613864,-0.937296901,0.770889952,0.062915339,0.106635393,0.29676515,-0.114272112,0.683243636,-0.420844199,0.111493996,0.246938634,0.234090083,-0.282713806,0.163270107,-0.225763622,0.182797009,-0.084214534,0.358671172,-0.002229024,0.039869514,-0.460022967,0.168970627,-0.036621825,0.14898547,0.04672784,0.00394427,-0.003209057,0.105848108,-0.101951795,-0.016238483,-0.097926315,-0.11146732,-0.143545575,0.297801319,0.069275752,4
-2.896901979,-0.991401028,0.863918493,-0.171614023,-0.061761246,0.30618298,-0.042582815,0.626773325,-0.021481648,0.228604555,0.139927195,0.171005817,-0.353162094,0.067614371,-0.194252701,0.066439039,-0.096390283,0.12899329,0.02235789,0.16933503,-0.093017707,0.149539953,0.010174571,0.27990297,0.044081307,-0.038648558,-0.01583946,0.09764761,-0.197692105,0.169620948,-0.05228466,-0.166829205,-0.300542061,0.020060344,-0.048597651,4
-2.918621495,-0.94919928,0.724001182,-0.214662527,-0.146198512,0.269184116,0.060559781,0.610318888,-0.050070485,0.282633737,0.086626792,0.023031477,0.001810503,0.104095405,-0.057916413,0.000555374,-0.142562933,0.06987894,0.111245731,0.071019519,0.037174168,0.007839534,-0.087753106,0.261483283,-0.114967892,-0.199035923,0.169779369,0.119855673,-0.005453369,0.335164566,0.057201294,-0.333338629,-0.296809243,0.038289855,0.143454199,4
-3.032436789,-1.133875756,0.606296554,0.06817556,0.078520847,0.153044233,0.379559906,0.479114043,-0.315982282,0.000828975,0.198848308,0.277992741,0.150411355,0.198994159,-0.228961728,0.034964182,-0.055004542,0.211589379,0.160994608,-0.339841513,0.111258285,-0.047561148,-0.069176664,0.12217982,0.112741288,-0.131836847,0.145268142,0.248902137,-0.018150259,0.138942312,0.118775676,-0.265052079,-0.136067968,-0.057694517,0.13699672,4
-3.014770856,-0.860160165,0.771654794,0.134732997,0.178758074,0.338896001,0.161897598,0.681173347,-0.223462806,0.130994541,-0.029171695,0.387770323,-0.156308531,0.145062263,-0.132473145,-0.005620997,0.015033923,0.002819159,-0.097299151,-0.015273319,0.160635794,0.068731957,-0.009640141,0.360312058,0.144038237,-0.236043485,0.184174227,0.262968295,-0.249022629,-0.222206797,0.099252802,-0.124269484,-0.042680403,0.104066573,0.278680052,4
-2.991933391,-0.557009029,0.683914654,0.153134327,0.238287714,0.592810002,0.182734991,0.489319966,-0.178446807,-0.060098619,0.017431583,0.36797156,-0.124181521,0.023822689,-0.04248427,-0.001213309,-0.205597654,0.022941922,-0.206784791,0.299135727,-0.04546472,0.271203667,0.21486773,0.409286325,0.135234191,-0.352656295,0.061247671,0.056062959,-0.148755183,-0.221036583,0.147060282,-0.066617158,-0.182603228,0.046419763,0.322185383,4
-2.892560158,-0.555635294,0.69631863,-0.092362915,-0.057355099,0.351153301,-0.063763526,0.468771175,-0.024546765,0.095001556,-0.255193476,0.015620088,0.086941433,-0.077075323,-0.026184485,-0.06101112,-0.326321297,-0.062135278,0.284181043,-0.089402356,0.064641326,0.060843552,-0.060312828,-0.115622144,0.007509071,-0.087752571,0.100652389,-0.001473571,0.137175523,0.13923141,0.088106212,-0.219578124,-0.111657395,0.027859988,0.112128479,4
-2.876651609,-0.499556816,0.683607199,-0.022077026,0.045983991,0.410385724,0.002451672,0.703679629,-0.203717929,0.316850058,-0.132015976,0.088369846,0.059022148,0.080357529,-0.06442609,0.069205285,-0.256621646,-0.052302493,-0.137743065,0.14969705,-0.118459492,0.139921375,-0.058916025,0.027897428,0.041713553,0.105277897,0.221081003,-0.062124298,-0.058257731,0.068373753,-0.066621701,0.027755933,-0.005065384,0.462091851,0.031397726,4
-2.879231618,-0.737207763,0.706096407,-0.181460881,-0.02045331,0.357223761,-0.008451268,0.747253136,0.060629355,0.042257505,-0.028016721,0.140440257,-0.139498241,0.422306856,-0.089156465,0.222291099,-0.091454372,0.096828871,-0.174052807,0.235460175,-0.091195719,0.148344475,-0.081387571,0.072707336,-0.203840867,0.089874207,-0.042124747,0.199040986,-0.066677681,-0.100680888,-0.11397471,0.025830634,0.033159159,0.319591163,-0.116192884,4
-2.827399898,-0.898112702,0.603893803,-0.271106704,-0.382393497,-0.213482277,-0.101478246,0.569577849,0.039447862,-0.172056816,0.151233197,-0.236726141,0.244062624,0.242362965,0.386320333,0.430341476,0.210905977,-0.086879581,0.337377903,-0.217147708,-0.154315522,-0.008513168,0.068923611,-0.122354233,-0.221795383,-0.115704951,-0.220082416,0.324107834,0.024762622,0.126466469,0.071480433,0.028015507,-0.073699355,0.200365538,0.128761308,4
-2.949591558,-0.772448897,0.606623914,-0.009126303,0.016220098,0.037039307,0.32656454,0.353994684,-0.066437249,-0.246617417,0.122488398,0.313898485,0.021541166,0.195278959,0.021119956,0.016113885,-0.054088714,0.07282393,-0.042013734,0.1872102,-0.074737848,-0.012927878,0.139036065,0.012194466,-0.059366594,0.120517788,0.036355322,0.206445484,-0.112399293,-0.161341703,-0.090462958,0.068778519,-0.158850068,-0.077397883,0.036650416,4
-3.027821634,-0.791648243,0.64375692,0.130413637,0.124290358,0.1809344,0.503288103,0.494977267,-0.016885107,-0.171566828,-0.002909241,0.402521786,-0.048648668,0.192731265,0.009747936,-0.036131941,0.019987051,-0.144186804,-0.066851488,0.0099918,-0.248422632,0.213766832,0.167854779,0.110550878,-0.003711663,0.081350927,0.0995376,0.088621426,-0.096722782,-0.186007682,0.082623387,0.058323228,-0.072860421,-0.121758296,0.005238165,4
-1.007906634,2.14920373,0.281616401,0.15298147,0.13633094,-0.017256664,-0.544955718,-0.49133056,0.107145775,0.203487924,-0.351199236,0.358042424,0.58431086,0.127628639,0.340954301,0.092558016,-0.355697101,-0.051917538,-0.208816918,-0.092080793,0.055789554,-0.055588274,0.290714717,-0.083003368,-0.241324728,0.391797253,-0.167905889,-0.145300564,-0.32924238,0.259620829,-0.229744335,0.055037786,0.087000768,0.073446438,-0.338027754,4
-1.614172917,1.355486615,0.623161324,-0.229482123,-0.338075208,-0.200272674,0.006571963,-0.214900262,0.049567495,0.218599741,-0.214794549,0.091671736,0.53006968,0.032658635,0.238127597,-0.269166855,-0.108226839,0.01403907,-0.412566066,-0.055419827,-0.074292026,0.062282602,-0.108095484,-0.408086613,0.373692292,0.04222956,-0.167907848,-0.103784521,-0.181893617,-0.028381371,-0.166896422,0.389450911,0.426542727,0.114923317,0.123837282,4
-1.778201877,0.92440121,0.955708332,-0.289277628,-0.385098322,-0.301497439,-0.403843441,-0.294578137,-0.120548948,0.209215617,-0.353281841,0.093186338,0.366202741,-0.072882755,0.134754343,-0.381824731,0.096045127,0.035406229,-0.29771946,-0.02177613,0.011947392,0.024005465,0.249471033,-0.155358358,0.314601905,0.151060889,-0.041398214,-0.089373736,-0.074840191,-0.008559073,-0.037591492,0.172881379,0.286948303,0.13955191,0.180713411,4
-2.16209754,0.453845221,0.839824701,-0.140504088,-0.429493867,-0.312942026,0.010305023,-0.133244822,-0.046500491,0.280793186,0.084325383,-0.174567928,0.116795866,0.042922904,-0.047646884,-0.158244949,0.183577103,-0.251461244,-0.537644672,-0.103817121,-0.210464238,0.108656591,-0.135145017,-0.224764771,0.175152055,0.20395047,0.236236263,-0.288771079,0.060977598,0.11800236,0.158089916,-0.26702328,0.14701528,0.018740564,0.007116278,4
-2.245619897,0.419082795,0.906500115,-0.130989012,-0.322500302,-0.338876175,-0.152919896,-0.14626773,0.218981128,-0.101358342,0.024660517,-0.079935958,0.089872075,0.007676909,-0.050343781,-0.23763884,0.216058936,-0.158083993,-0.180405446,-0.047358098,-0.282767673,-0.134013704,-0.087178531,-0.072516199,0.007164527,0.069415005,0.182686224,-0.155432727,0.011655906,0.170739611,0.072703354,0.278147645,0.201992129,-0.020345505,0.116386569,4
-2.120593913,0.704652756,0.667107895,-0.119705695,-0.23801435,-0.197878689,-0.006767586,0.107655085,0.165753361,-0.408211756,0.065204539,-0.047405799,0.420416173,-0.03282479,0.563297476,0.110920776,0.212056755,-0.323129614,-0.033966801,0.001521491,-0.151579437,0.030164744,-0.191252866,-0.139310429,-0.096001445,-0.13140152,0.057773989,0.016148731,-0.25712767,0.162909366,-0.112336139,0.313216067,0.155387443,-0.045546272,0.151215549,4
-2.107387612,0.550145655,0.853462211,-0.187092034,-0.242228562,-0.278587082,-0.237280918,-0.024153879,0.053172194,-0.533740121,-0.181265433,0.182717512,0.343985335,0.08004563,0.223526857,-0.038875384,0.028476909,-0.227349244,-0.2127076,-0.103926944,0.02314893,0.044878828,0.010124256,-0.096157317,0.095451784,0.084498831,-0.243302623,0.229767397,-0.1121831,0.120010573,-0.128568762,0.106134147,0.030727239,0.273440046,-0.026160782,4
-2.229216711,0.257795837,1.019643366,-0.167741855,-0.182750047,-0.253574786,-0.361667692,-0.330273523,0.060300003,-0.226418771,-0.216624327,0.34555636,0.18240036,0.373877559,-0.074531483,-0.067442108,-0.036256655,-0.20911937,-0.092657588,-0.089257348,0.083611642,0.092266017,0.216317201,0.133075327,0.316088109,-0.003276983,-0.217319417,0.245183197,0.091197933,0.066866525,-0.054129387,-0.024413422,0.00456842,0.265025198,0.184760728,4
-2.359344978,0.411009642,0.758992754,-0.008898976,-0.269549479,-0.006315558,0.098105576,-0.074124417,0.149918977,-0.153659717,0.257996763,-0.340837529,0.276284375,0.315931031,0.239250276,0.108153827,0.217228372,-0.126781535,-0.477369069,0.072027741,0.075637958,0.140425624,0.027929138,0.029184358,0.131975275,-0.014664866,0.193794145,-0.020923622,-0.039146012,-0.01374014,0.137069715,-0.067727696,-0.010722409,0.216959904,0.171015783,4
-2.454424165,0.741785541,0.649581783,0.191111183,0.024877065,0.32736263,0.274656885,0.071536341,0.122949425,0.030573912,0.14161538,-0.317232976,0.353200088,0.364867034,0.600140153,0.22829576,0.236823726,0.015511301,-0.215007697,-0.082612441,0.072952411,0.258976636,0.268759075,-0.054431432,-0.027850602,0.214342813,0.407846009,0.126264137,0.024008783,-0.131869075,-0.057356468,0.094883131,-0.113573931,0.256500706,0.009530392,4
-2.496526819,0.78556531,0.651796174,0.396577824,0.037175522,0.042307521,0.069730821,0.046468646,-0.137178397,-0.02363993,-0.010803765,-0.605729499,0.57576389,0.391002437,0.786420869,0.481156257,0.381037574,-0.131645696,0.268975401,-0.451050904,0.300363601,0.105173439,0.117091984,-0.039292224,-0.203176419,0.190072645,0.169139969,0.088430378,-0.10507374,-0.161880337,-0.209871584,0.213703281,-0.18522091,0.29121843,-0.024197007,4
-2.40161924,0.401282644,0.928825907,-0.161988026,-0.246901619,-0.016923984,-0.134355649,0.21420116,0.248974014,0.020404549,-0.082800799,-0.527236439,0.298217467,0.004163891,0.590731776,0.304467243,0.23568915,-0.334314,-0.082496021,-0.252145721,0.003961341,0.177570744,0.130670032,-0.099526627,0.106860031,0.023333391,-0.347070113,0.061264046,-0.373692542,0.019285298,-0.138390872,-0.23061414,-0.165170787,0.011507448,-0.105205712,4
-2.511311787,0.071067021,1.00465441,-0.202853673,-0.291357553,-0.090873931,-0.085069213,0.239110931,0.355186087,-0.282332869,-0.040053984,-0.577829208,0.22829889,0.084231677,0.418078123,0.334095467,0.066586329,-0.448312752,0.062614086,-0.254656921,0.134628486,0.050291186,-0.043092847,-0.060749393,0.113197287,-0.105867424,-0.236836167,0.060508794,-0.294098573,0.089361016,-0.026658077,-0.131059497,0.032777474,-0.000484956,0.013820838,4
-2.741059796,-0.185373477,0.923850567,0.123865416,-0.166568855,-0.208479651,0.041302339,0.24418034,-0.006502766,-0.180294184,0.164379434,-0.529315344,0.259617732,-0.030813179,0.526094208,0.541890215,0.247113794,-0.327204263,0.138146819,-0.133720471,-0.009054367,0.033603267,0.062551971,-0.073127725,-0.085704353,-0.064650855,0.114754068,0.073815818,-0.052662407,0.072506982,0.103444265,0.183340741,0.18158088,0.142553009,0.098772297,4
-2.692245041,-0.19637567,0.921865116,-0.020406428,-0.155489208,-0.208808451,-0.029029959,0.122693705,0.19195574,-0.023126513,0.239935842,-0.445328614,0.228974227,0.030815459,0.565975861,0.409886614,0.213783086,-0.02765619,0.132232456,-0.203959182,0.117300143,-0.079559246,0.000318675,0.013969612,-0.164053892,-0.063572326,-0.034387981,0.104253895,0.046822304,0.067205698,0.076155404,0.010380595,0.146744623,0.005078588,-0.038119127,4
-2.673988805,0.164665999,0.692480482,0.219982286,0.008992217,-0.233945633,0.30096615,0.147106015,0.121451642,0.016933768,0.512578343,-0.196999719,0.06887925,0.087768103,0.394548125,-0.193990447,0.202931633,-0.052235679,-0.433861004,-0.020379353,-0.361077467,-0.295087384,-0.233996081,-0.198872109,0.183784882,0.032185095,0.064928562,-0.024264351,-0.05650234,0.102483605,0.009471378,0.201818592,0.224198929,-0.132436933,-0.125799531,4
-2.682755002,-0.054587823,0.861233967,0.199584597,0.001758622,-0.06518396,-0.045905153,0.27582725,-0.133755058,-0.216906538,0.423198621,-0.508174617,-0.055777644,-0.052827437,0.476758828,0.160810596,0.498919701,-0.129031383,-0.216268266,0.327223292,-0.09990933,-0.25866218,-0.048607288,-0.010389656,0.087251187,-0.022628466,0.082528552,-0.012255598,-0.116666106,0.090779027,-0.099567724,0.166402426,0.218343307,-0.016064712,0.014362218,4
-2.76962697,-0.353751676,1.008060302,0.117441772,-0.194031472,-0.279048515,-0.041948443,-0.063604543,-0.065135071,-0.094219929,0.205775056,-0.356788713,0.273255885,0.209802608,0.184620464,0.300796,0.154538626,0.00989826,0.170116798,-0.101303812,0.209723528,-0.145785798,0.078997126,0.009536097,0.036308906,0.060911891,-0.016701991,0.016434952,0.112248399,0.164609841,0.031661057,0.034432828,0.128469607,-0.062762715,0.137981661,4
-2.710954896,-0.092868686,0.806380827,0.128397424,-0.338242229,-0.269476676,0.365282165,0.046808206,-0.01192078,0.121660397,0.406362099,-0.553298511,0.227154206,-0.06362656,0.136524878,0.038072258,0.170188204,-0.243047843,-0.343424889,-0.21571469,-0.098267168,-0.064619371,0.079029024,-0.073295974,0.170285055,0.398980858,0.231022664,-0.148686354,0.113872124,0.128539135,0.140783738,0.017228801,0.050635639,-0.037832369,0.167422808,4
-2.639319973,-0.153244416,0.940035302,0.015171236,-0.173623664,0.07939197,0.095261559,0.165645303,0.000521428,-0.088110669,0.207649429,-0.464300171,0.111768996,-0.055198136,0.447605937,0.263082604,0.384244006,-0.17634929,0.043593658,-0.11348338,0.042511305,0.097391069,0.127454772,0.037487762,0.136951642,0.241142905,0.033981796,-0.05416823,0.006993506,0.083796291,0.016263178,-0.040508114,0.117141999,-0.125027699,-0.063029364,4
-0.81999594,0.908682814,-1.803010552,-0.454210572,-0.300671858,0.321367525,-0.213573316,-0.05625543,0.175619623,0.172521844,0.004885955,-0.216723941,-0.057343853,0.481097034,-0.579058874,-0.366845593,0.255949036,0.075411815,-0.156708041,0.398077922,-0.103953307,-0.163741393,-0.346353129,-0.11005336,-0.220701167,-0.271687502,-0.093314342,-0.002602165,0.040203026,0.062924942,0.242744574,0.091484944,0.311475226,0.055901405,0.23653419,6
-1.574906158,0.799843525,-1.615565003,-0.503378937,0.000519066,0.716365088,-0.269143606,0.111388054,0.344753965,0.338134856,-0.275052073,0.23914857,-0.287384553,0.109130363,-0.24874864,0.084422266,0.069579027,0.015120053,0.106765823,0.039268377,-0.083275089,0.101276403,-0.206838961,-0.033758799,-0.397575881,-0.13756693,0.146479429,0.177318373,0.094158654,-0.258907745,0.040807765,0.001879585,-0.047317472,0.213051307,0.253730191,6
-2.237446961,0.683995987,-1.763387045,-0.110654649,0.107402206,0.077152559,0.054712607,-0.119846925,0.476514362,0.338099148,0.056146296,-0.054584971,-0.216241941,0.188216713,-0.264216094,-0.098360232,0.029752606,-0.04816623,-0.112845127,-0.315366636,-0.285719931,-0.03231447,-0.509655933,-0.283852428,-0.549763998,-0.288147536,-0.038977704,0.054677891,0.155656727,-0.294492561,0.012340825,-0.038903597,0.066820973,0.1541565,0.067520474,6
-2.540638947,0.588569319,-1.739606976,0.122260034,0.167839637,0.041894523,0.335670004,-0.158402092,0.201071338,-0.005646256,0.047733331,-0.067793135,0.054685482,-0.180343334,0.152450152,-0.114112867,-0.034193605,0.149312636,-0.018460863,-0.183886393,-0.058043306,0.004882652,-0.444397905,0.001121741,-0.184601003,0.253370371,-0.004408521,-0.121314016,0.019032525,-0.456367379,-0.120679296,0.046365255,0.406735079,0.339509492,0.400157146,6
-2.855440827,-0.038971884,-1.498088426,0.197140102,0.070581477,-0.287445261,0.306115579,-0.1977447,0.105724852,0.078399133,0.323122539,-0.090477513,-0.109181497,0.199921876,-0.065822667,-0.218193753,0.018762048,-0.107348462,-0.153199402,-0.418456325,-0.162244879,0.000504326,-0.463797313,0.38771827,-0.11879813,0.308427269,-0.160263337,-0.001274679,0.031764713,-0.288587619,-0.150427293,-0.272279799,0.223852675,0.21720962,0.25384939,6
-3.03058992,-0.885125253,-1.021120101,-0.23069285,-0.230458047,-0.224145227,0.136026616,0.062411583,0.460168038,0.255980746,0.107106728,0.137564006,-0.198550625,0.430962531,-0.045813164,-0.367584533,0.100972306,-0.114304911,-0.098104476,-0.15685912,-0.186281495,-0.013611943,-0.173980898,-0.042342768,-0.074670892,0.093165169,-0.195493165,0.095170041,0.170444613,0.100403467,0.104078616,-0.512702218,-0.037740148,-0.025650142,-0.025546809,6
-2.733953098,-0.326814088,-1.276882012,-0.352745805,-0.253554794,-0.042341752,0.335644163,-0.130430324,0.826381932,0.021068474,-0.02710815,0.158362966,-0.192073039,0.293147315,-0.0443914,-0.422006539,0.035668476,-0.271177206,0.000824844,-0.187101791,-0.079935637,0.079738464,-0.215397873,-0.06517926,-0.357029321,-0.103814746,0.149793752,0.201740119,0.139335,-0.081595632,0.054329027,-0.407545692,-0.183987041,0.196145278,-0.002733246,6
-2.41537557,-0.041519536,-1.44754233,-0.55717354,-0.238153655,0.013841552,0.245926217,-0.241409057,0.628680742,-0.078937735,0.160014835,0.198591398,-0.214974023,0.273262851,-0.046143034,-0.057868729,-0.088831163,0.067251638,0.145159091,-0.33014082,0.002758053,-0.089516542,-0.367991745,-0.083179144,-0.239202311,0.025868279,-0.044986512,-0.032523809,0.124597638,-0.280938627,-0.060763396,-0.010186367,-0.096699555,0.099790705,0.11400798,6
-2.411890448,-0.318942767,-1.229183405,-0.662716827,-0.487162136,-0.20289988,0.156478317,0.095484931,0.47001263,0.381693412,0.242114204,0.028359848,-0.336125153,0.223155336,-0.197949374,-0.084636484,0.100378998,-0.004954791,-0.109620954,-0.110702675,-0.176522636,-0.05297235,-0.382126644,0.089436505,-0.118846811,0.070099954,-0.154479319,-0.194920812,-0.067380068,-0.215854457,-0.018091552,-0.035583303,-0.072264569,0.130815961,0.01929379,6
-2.629218842,-0.364204955,-1.126399052,-0.445940893,-0.459783692,-0.350828721,0.176977542,0.183901517,0.558425414,0.379511805,0.104105253,-0.200019799,-0.278011056,-0.01585943,-0.077908378,-0.287754861,0.038585968,-0.168512906,-0.283401395,0.250323665,-0.199010714,0.062196842,-0.510778248,0.113623184,-0.189852276,-0.061865305,-0.180331443,-0.325563589,-0.262110877,-0.101019243,-0.131208308,-0.012883898,0.174017129,0.192043159,-0.072609556,6
